Internship Title,Company Name,Location,Start Date,Duration,Stipend,Payroll_Clean,Level,Internship_Title,Payroll_Level_Bucket,Skills,Skills_List
wordpress development,Creafinity LLP,Pune,Immediately,1 Month,"₹ 12,000-20,000 /month",16000.0,Entry,wordpress development,7-1 (Entry),"WordPress Basics, Simple Websites, Content Upload","['WordPress Basics', 'Simple Websites', 'Content Upload']"
marketing,Megabits Advertisements,Work From Home,Immediately,1 Month,₹ 700 /week,700.0,Elite,marketing,40-38 (Elite),"Marketing Strategy, Analytics, Campaign Management, Brand Management, SEO/SEM, Communication, Reporting, Creativity","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'SEO/SEM', 'Communication', 'Reporting', 'Creativity']"
marketing,Vennbrd,Work From Home,Immediately,3 Months,"₹ 5,000 lump sum +  Incentives",5000.0,Senior,marketing,37-35 (Senior),"Marketing Strategy, Analytics, Campaign Management, Brand Management, SEO/SEM, Communication, Reporting","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'SEO/SEM', 'Communication', 'Reporting']"
marketing,Sharify Adverts,Work From Home,Immediately,3 Months,₹ 600 /week,600.0,Elite,marketing,40-38 (Elite),"Marketing Strategy, Analytics, Campaign Management, Brand Management, SEO/SEM, Communication, Reporting, Creativity","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'SEO/SEM', 'Communication', 'Reporting', 'Creativity']"
motion graphics,Break The Code,Work From Home,Immediately,3 Months,"₹ 8,000 /month",8000.0,Mid,motion graphics,11-9 (Mid),"After Effects, Animation, Video Editing, Motion Design","['After Effects', 'Animation', 'Video Editing', 'Motion Design']"
digital marketing,Portia Global,Gurgaon,Immediately,3 Months,"₹ 15,000-20,000 /month",17500.0,Entry,digital marketing,14-1 (Entry),"Social Media Posting, Content Creation, Basic Analytics","['Social Media Posting', 'Content Creation', 'Basic Analytics']"
content writing,Techsharks Internet Services Private Limited,Delhi,Immediately,3 Months,"₹ 4,000-10,000 /month",7000.0,Mid,content writing,37-25 (Mid),"SEO Writing, Copywriting, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Storytelling', 'Editing', 'Blogging']"
social media marketing,Mallika Sehgal,Work From Home,Immediately,3 Months,"₹ 2,500-3,500 /month",3000.0,Elite,social media marketing,34-32 (Elite),"Social Media Strategy, Analytics, Content Planning, Paid Ads, Campaign Management, Reporting, Communication, Creativity","['Social Media Strategy', 'Analytics', 'Content Planning', 'Paid Ads', 'Campaign Management', 'Reporting', 'Communication', 'Creativity']"
interior design,G2Design Interior,Pune,Immediately,1 Month,"₹ 4,000 /month +  Incentives",4000.0,Elite,interior design,11 (Elite),"AutoCAD, 3D Modeling, Design Principles, Space Planning, Rendering, Communication","['AutoCAD', '3D Modeling', 'Design Principles', 'Space Planning', 'Rendering', 'Communication']"
social media marketing,The Global Event Planners,Work From Home,Immediately,1 Month,"₹ 1,000-25,000 /month",13000.0,Junior,social media marketing,24-20 (Junior),"Social Media Management, Content Planning, Communication, Reporting","['Social Media Management', 'Content Planning', 'Communication', 'Reporting']"
corporate sales,Ear Solutions Private Limited,Ahmedabad,Immediately,1 Month,"₹ 15,000 /month",15000.0,Junior,corporate sales,4-3 (Junior),"CRM, Lead Generation, Client Interaction, Communication","['CRM', 'Lead Generation', 'Client Interaction', 'Communication']"
web development,Global Research Association,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives",1000.0,Elite,web development,21-20 (Elite),"HTML, CSS, JS, React, Git, Database, API","['HTML', 'CSS', 'JS', 'React', 'Git', 'Database', 'API']"
videography,Record Owner,Delhi,Immediately,3 Months,"₹ 7,000 /month",7000.0,Senior,videography,9 (Senior),"Camera Handling, Lighting, Storyboarding, Editing, Motion Graphics, Communication","['Camera Handling', 'Lighting', 'Storyboarding', 'Editing', 'Motion Graphics', 'Communication']"
content writing,Rising Star Tours & Travels,Delhi,Immediately,3 Months,"₹ 5,000-7,500 /month",6250.0,Mid,content writing,37-25 (Mid),"SEO Writing, Copywriting, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Storytelling', 'Editing', 'Blogging']"
video editing,AKJ Academy,Noida,Immediately,3 Months,"₹ 15,000-18,000 /month",16500.0,Entry,video editing,11-1 (Entry),"Basic Editing, Simple Cuts, Audio","['Basic Editing', 'Simple Cuts', 'Audio']"
law/legal,Jiten Dhanak,Mumbai,Immediately,3 Months,"₹ 4,000 /month",4000.0,Senior,law/legal,15 (Senior),"Legal Research, Drafting, Compliance, Contract Management, Case Analysis, Communication","['Legal Research', 'Drafting', 'Compliance', 'Contract Management', 'Case Analysis', 'Communication']"
android app development,Rabin's Photography,Kolkata,Immediately,3 Months,"₹ 5,000-12,000 /month",8500.0,Junior,android app development,10-7 (Junior),"Java/Kotlin, Android Studio, UI Implementation, API Usage, Git","['Java/Kotlin', 'Android Studio', 'UI Implementation', 'API Usage', 'Git']"
graphic design,This Side Up,Noida,Immediately,3 Months,"₹ 7,500-10,000 /month",8750.0,Junior,graphic design,24-15 (Junior),"Photoshop, Illustrator, Branding, UX/UI","['Photoshop', 'Illustrator', 'Branding', 'UX/UI']"
android app development,Muktamil Repair And Service Pvt Ltd,Patna,Immediately,3 Months,"₹ 2,000-15,000 /month",8500.0,Junior,android app development,10-7 (Junior),"Java/Kotlin, Android Studio, UI Implementation, API Usage, Git","['Java/Kotlin', 'Android Studio', 'UI Implementation', 'API Usage', 'Git']"
photography,Arpit Raj Photography,Delhi,Not specified,3 Months,"₹ 1,000 /week",1000.0,Elite,photography,15 (Elite),"DSLR, Lighting, Editing (Photoshop/Lightroom), Composition, Event Photography, Communication","['DSLR', 'Lighting', 'Editing (Photoshop/Lightroom)', 'Composition', 'Event Photography', 'Communication']"
photography,Wear It Like This,Hyderabad,Immediately,3 Months,"₹ 10,000-12,000 /month",11000.0,Entry,photography,6-1 (Entry),"Mobile Photography, Basic Editing","['Mobile Photography', 'Basic Editing']"
web development,Ranogic IT Solutions,Ahmedabad,Immediately,6 Months,"₹ 2,000-4,000 /month",3000.0,Elite,web development,21-20 (Elite),"HTML, CSS, JS, React, Git, Database, API","['HTML', 'CSS', 'JS', 'React', 'Git', 'Database', 'API']"
customer service,Let's Jump Trampoline & Adventure Private Limited,Surat,Immediately,6 Months,"₹ 7,000 /month",7000.0,Senior,customer service,13 (Senior),"Communication, Problem Solving, CRM, Escalation Handling, Customer Engagement, Reporting","['Communication', 'Problem Solving', 'CRM', 'Escalation Handling', 'Customer Engagement', 'Reporting']"
marketing,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month",1500.0,Elite,marketing,40-38 (Elite),"Marketing Strategy, Analytics, Campaign Management, Brand Management, SEO/SEM, Communication, Reporting, Creativity","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'SEO/SEM', 'Communication', 'Reporting', 'Creativity']"
photography,Shreedhar Lifestyle  OPC Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000-5,000 /month",3000.0,Senior,photography,14 (Senior),"DSLR, Lighting, Editing (Photoshop/Lightroom), Composition, Event Photography, Communication","['DSLR', 'Lighting', 'Editing (Photoshop/Lightroom)', 'Composition', 'Event Photography', 'Communication']"
wordpress development,WebWorthies,Work From Home,Immediately,1 Month,"₹ 5,000 lump sum +  Incentives",5000.0,Senior,wordpress development,17-16 (Senior),"WordPress, PHP, HTML/CSS, Theme/Plugin Development, WooCommerce, SEO, Git","['WordPress', 'PHP', 'HTML/CSS', 'Theme/Plugin Development', 'WooCommerce', 'SEO', 'Git']"
full stack development,Skillsweb,Erode,Immediately,1 Month,"₹ 4,000-6,000 /month",5000.0,Elite,full stack development,22-21 (Elite),"HTML, CSS, JS, React, Node.js, Database, API, Git","['HTML', 'CSS', 'JS', 'React', 'Node.js', 'Database', 'API', 'Git']"
market research,BYCSS (Ayurvedic FMCG Product),Lucknow,Immediately,1 Month,"₹ 4,000 /month +  Incentives",4000.0,Senior,market research,13-12 (Senior),"Data Analysis, Surveys, Analytics Tools, Reporting, Competitor Analysis, Communication","['Data Analysis', 'Surveys', 'Analytics Tools', 'Reporting', 'Competitor Analysis', 'Communication']"
video making/editing,Yenveez Private Limited,Bangalore,Immediately,1 Month,"₹ 10,000-12,000 /month",11000.0,Mid,video making/editing,20-17 (Mid),"Premiere Pro, Editing, Motion Graphics, Audio, Color Correction","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio', 'Color Correction']"
event management,Good Cause,Delhi,Immediately,1 Month,"₹ 10,000-15,000 /month",12500.0,Entry,event management,6-1 (Entry),"Task Assistance, Documentation, Coordination","['Task Assistance', 'Documentation', 'Coordination']"
sales,Dapper Drape,Work From Home,Immediately,1 Month,"₹ 1,500 /month",1500.0,Elite,sales,23-22 (Elite),"Negotiation, CRM, Lead Generation, Strategic Selling, Client Management, Reporting, Communication","['Negotiation', 'CRM', 'Lead Generation', 'Strategic Selling', 'Client Management', 'Reporting', 'Communication']"
social media management,Kitchen Spurs,Mumbai,Immediately,1 Month,"₹ 12,000 /month",12000.0,Mid,,,,
interior design,ModScale,Bangalore,Immediately,1 Month,"₹ 8,000 /month",8000.0,Mid,interior design,9-7 (Mid),"AutoCAD, Sketching, Design Principles, Communication","['AutoCAD', 'Sketching', 'Design Principles', 'Communication']"
hr recruitment,Kale Logistics Solutions,Thane,Immediately,1 Month,"₹ 10,000 /month +  Incentives",10000.0,Junior,hr recruitment,4-3 (Junior),"Job Posting, Screening, Communication, Basic HR Software","['Job Posting', 'Screening', 'Communication', 'Basic HR Software']"
android app development,Eximap Nisarg Private Limited,Work From Home,Immediately,1 Month,"₹ 5,000 /month +  Incentives",5000.0,Senior,android app development,14 (Senior),"Java/Kotlin, Android SDK, UI/UX Design, API Integration, Testing, Git","['Java/Kotlin', 'Android SDK', 'UI/UX Design', 'API Integration', 'Testing', 'Git']"
motion graphics,Your Marketing Mascot,Work From Home,Immediately,1 Month,"₹ 2,000 /month",2000.0,Elite,motion graphics,13 (Elite),"After Effects, Animation, Storyboarding, Video Editing, 3D Basics, Motion Design","['After Effects', 'Animation', 'Storyboarding', 'Video Editing', '3D Basics', 'Motion Design']"
international business development,FinBridge,Delhi,Immediately,6 Months,"₹ 10,000-20,000 /month",15000.0,Junior,international business development,6-4 (Junior),"Communication, Lead Generation, Basic Market Research, Reporting","['Communication', 'Lead Generation', 'Basic Market Research', 'Reporting']"
customer service,UXINDIA,Work From Home,Immediately,6 Months,"₹ 8,000-10,000 /month",9000.0,Senior,customer service,13 (Senior),"Communication, Problem Solving, CRM, Escalation Handling, Customer Engagement, Reporting","['Communication', 'Problem Solving', 'CRM', 'Escalation Handling', 'Customer Engagement', 'Reporting']"
telecalling,Docsy MedTech Private Limited,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month",2500.0,Elite,telecalling,20 (Elite),"Cold Calling, Communication, CRM, Customer Persuasion, Objection Handling, Reporting","['Cold Calling', 'Communication', 'CRM', 'Customer Persuasion', 'Objection Handling', 'Reporting']"
python development,Pragament Tech Solutions Private Limited,Hyderabad,Immediately,6 Months,"₹ 10,000 /month +  Incentives",10000.0,Junior,python development,6-4 (Junior),"Python, Flask/Django, SQL, Git, Basic Scripting","['Python', 'Flask/Django', 'SQL', 'Git', 'Basic Scripting']"
digital marketing,MitraSena,Nagpur,Immediately,6 Months,"₹ 3,000-8,000 /month",5500.0,Senior,digital marketing,37-32 (Senior),"SEO, SEM, Google Ads, Analytics, Marketing Strategy, Campaign Management","['SEO', 'SEM', 'Google Ads', 'Analytics', 'Marketing Strategy', 'Campaign Management']"
motion graphics,Basavaraj Biradar,Bangalore,Immediately,6 Months,"₹ 7,000 /month",7000.0,Mid,motion graphics,11-9 (Mid),"After Effects, Animation, Video Editing, Motion Design","['After Effects', 'Animation', 'Video Editing', 'Motion Design']"
backend development,ZasmLabs (OPC) Private Limited,Pune,Immediately,6 Months,"₹ 15,000 /month +  Incentives",15000.0,Mid,backend development,9-7 (Mid),"Python/Java, REST APIs, Database, Git, Scripting","['Python/Java', 'REST APIs', 'Database', 'Git', 'Scripting']"
operations,Freelancer IT Services,Indore,Immediately,2 Weeks,"₹ 5,000-10,000 /month",7500.0,Mid,operations,27-24 (Mid),"Task Coordination, Scheduling, Reporting, Communication","['Task Coordination', 'Scheduling', 'Reporting', 'Communication']"
international business development,Amirah Technologies,Work From Home,Immediately,2 Weeks,"₹ 2,000 /month +  Incentives",2000.0,Elite,international business development,11 (Elite),"Cross-Cultural Communication, Negotiation, Market Research, CRM, Strategy, Reporting","['Cross-Cultural Communication', 'Negotiation', 'Market Research', 'CRM', 'Strategy', 'Reporting']"
full stack development,"MAAI Inc (San Francisco, United States)",Work From Home,Immediately,2 Weeks,"₹ 80,000 /month",80000.0,Entry,full stack development,11-1 (Entry),"HTML, CSS, JS, Git, Basic React","['HTML', 'CSS', 'JS', 'Git', 'Basic React']"
marketing,Shipgram LLP,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month",4000.0,Senior,marketing,37-35 (Senior),"Marketing Strategy, Analytics, Campaign Management, Brand Management, SEO/SEM, Communication, Reporting","['Marketing Strategy', 'Analytics', 'Campaign Management', 'Brand Management', 'SEO/SEM', 'Communication', 'Reporting']"
fashion design,Kaalakaree By Puja Goenka,Kolkata,Immediately,6 Months,"₹ 3,000 /month",3000.0,Elite,fashion design,10 (Elite),"Sketching, Pattern Making, Fabric Knowledge, Sewing, Trend Analysis, Communication","['Sketching', 'Pattern Making', 'Fabric Knowledge', 'Sewing', 'Trend Analysis', 'Communication']"
recruitment,BZ Consultant,Work From Home,Immediately,6 Months,"₹ 7,000 lump sum",7000.0,Mid,recruitment,16-14 (Mid),"Job Posting, Screening, Candidate Interaction, Scheduling, Communication","['Job Posting', 'Screening', 'Candidate Interaction', 'Scheduling', 'Communication']"
graphic design,Kynseo,Work From Home,Immediately,6 Months,"₹ 2,000-2,500 /month",2250.0,Elite,graphic design,40-38 (Elite),"Photoshop, Illustrator, Branding, UX/UI, Typography, Motion Graphics, Design Principles","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography', 'Motion Graphics', 'Design Principles']"
video making/editing,Second Brain,Work From Home,Immediately,6 Months,"₹ 2,000-3,500 /month",2750.0,Elite,video making/editing,26-24 (Elite),"Premiere Pro, After Effects, Storyboarding, Motion Graphics, Color Grading, Editing, Audio","['Premiere Pro', 'After Effects', 'Storyboarding', 'Motion Graphics', 'Color Grading', 'Editing', 'Audio']"
videography,Design Madari,Mumbai,Immediately,6 Months,"₹ 5,000-12,000 /month",8500.0,Mid,videography,8-6 (Mid),"Camera Handling, Lighting, Basic Editing, Communication","['Camera Handling', 'Lighting', 'Basic Editing', 'Communication']"
business development (sales),Harsh Caterers And Event Planners,Nagpur,Immediately,6 Months,"₹ 2,000-10,000 /month",6000.0,Elite,business development (sales),46-44 (Elite),"Strategic Planning, Negotiation, CRM, Market Research, Leadership, Client Acquisition, Data Analysis, Communication","['Strategic Planning', 'Negotiation', 'CRM', 'Market Research', 'Leadership', 'Client Acquisition', 'Data Analysis', 'Communication']"
data entry,ZealousWeb,Ahmedabad,Immediately,6 Months,"₹ 4,500 /week",4500.0,Senior,data entry,15 (Senior),"Spreadsheet Management, Data Cleaning, Accuracy, Reporting, Basic Analysis, Communication","['Spreadsheet Management', 'Data Cleaning', 'Accuracy', 'Reporting', 'Basic Analysis', 'Communication']"
python development,Vibtree Inc.,Bangalore,Immediately,6 Months,"₹ 10,000 /month",10000.0,Junior,python development,6-4 (Junior),"Python, Flask/Django, SQL, Git, Basic Scripting","['Python', 'Flask/Django', 'SQL', 'Git', 'Basic Scripting']"
creative design,Puniya Consultants,Work From Home,Immediately,6 Months,"₹ 2,000 /month",2000.0,Elite,creative design,10 (Elite),"Photoshop, Illustrator, Typography, Branding, Layout, Communication","['Photoshop', 'Illustrator', 'Typography', 'Branding', 'Layout', 'Communication']"
sales,Iyer Marketing,Work From Home,Immediately,2 Months,"₹ 3,500 /month +  Incentives",3500.0,Senior,sales,21-20 (Senior),"Negotiation, CRM, Lead Generation, Strategic Selling, Client Management, Reporting","['Negotiation', 'CRM', 'Lead Generation', 'Strategic Selling', 'Client Management', 'Reporting']"
fashion design,"Stealth Mode Startup (San Francisco, United States)",Work From Home,Immediately,2 Months,"₹ 5,000 lump sum +  Incentives",5000.0,Mid,fashion design,8-6 (Mid),"Sketching, Pattern Making, Fabric Knowledge, Sewing","['Sketching', 'Pattern Making', 'Fabric Knowledge', 'Sewing']"
graphic design,Corporate Line,Work From Home,Immediately,2 Months,"₹ 4,000-8,000 /month",6000.0,Mid,graphic design,31-25 (Mid),"Photoshop, Illustrator, Branding, UX/UI, Typography","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography']"
law/legal,M.K Documentation Center,Delhi,Immediately,2 Months,"₹ 2,000-6,000 /month",4000.0,Senior,law/legal,15 (Senior),"Legal Research, Drafting, Compliance, Contract Management, Case Analysis, Communication","['Legal Research', 'Drafting', 'Compliance', 'Contract Management', 'Case Analysis', 'Communication']"
video editing,Pereyan LLP,Work From Home,Immediately,2 Months,"₹ 1,500-5,000 /month",3250.0,Senior,video editing,20-19 (Senior),"Premiere Pro, After Effects, Motion Graphics, Color Correction, Audio Editing","['Premiere Pro', 'After Effects', 'Motion Graphics', 'Color Correction', 'Audio Editing']"
recruitment,Kaushik Cunsultancy,Work From Home,Immediately,2 Months,"₹ 1,000 /month",1000.0,Elite,recruitment,19 (Elite),"Talent Sourcing, Interviewing, HR Software, Candidate Assessment, Employer Branding, Communication","['Talent Sourcing', 'Interviewing', 'HR Software', 'Candidate Assessment', 'Employer Branding', 'Communication']"
business development (sales),Blue Harpy,Work From Home,Immediately,2 Months,"₹ 25,000 lump sum +  Incentives",25000.0,Entry,business development (sales),27-1 (Entry),"Communication, Customer Interaction, Cold Calling, Record Keeping","['Communication', 'Customer Interaction', 'Cold Calling', 'Record Keeping']"
business development,Bana,Bangalore,Immediately,2 Months,"₹ 15,000-25,000 /month",20000.0,Entry,,,,
data entry,Kumar Properties,Pune,Immediately,2 Months,"₹ 8,500 /month",8500.0,Junior,data entry,10-6 (Junior),"Data Entry, Record Keeping, Basic Spreadsheet, Communication","['Data Entry', 'Record Keeping', 'Basic Spreadsheet', 'Communication']"
android app development,Adminneeds,Mumbai,Immediately,2 Months,"₹ 7,000 /month",7000.0,Junior,android app development,10-7 (Junior),"Java/Kotlin, Android Studio, UI Implementation, API Usage, Git","['Java/Kotlin', 'Android Studio', 'UI Implementation', 'API Usage', 'Git']"
android app development,Carrier Solution,Agra,Immediately,2 Months,"₹ 6,000 /month",6000.0,Mid,android app development,13-11 (Mid),"Java/Kotlin, Android Studio, UI Implementation, API Usage, Git","['Java/Kotlin', 'Android Studio', 'UI Implementation', 'API Usage', 'Git']"
content writing,Googli Books,Work From Home,Immediately,2 Months,₹ 400 /week,400.0,Elite,content writing,45-43 (Elite),"SEO Writing, Copywriting, Content Strategy, Storytelling, Editing, Keyword Research, Analytics","['SEO Writing', 'Copywriting', 'Content Strategy', 'Storytelling', 'Editing', 'Keyword Research', 'Analytics']"
search engine optimization (seo),Salute Hockey Academy,Work From Home,Immediately,2 Months,Unpaid,0.0,Elite,search engine optimization (seo),20 (Elite),"SEO, Keyword Research, Analytics, On-page, Off-page, Content Optimization","['SEO', 'Keyword Research', 'Analytics', 'On-page', 'Off-page', 'Content Optimization']"
content writing,Gamahouse Publishing,Work From Home,Immediately,2 Months,"₹ 5,200 /month",5200.0,Mid,content writing,37-25 (Mid),"SEO Writing, Copywriting, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Storytelling', 'Editing', 'Blogging']"
video editing,Pereyan LLP,Bangalore,Immediately,6 Months,"₹ 8,000-18,000 /month",13000.0,Entry,video editing,11-1 (Entry),"Basic Editing, Simple Cuts, Audio","['Basic Editing', 'Simple Cuts', 'Audio']"
videography,Pereyan LLP,Bangalore,Immediately,6 Months,"₹ 8,000-15,000 /month",11500.0,Junior,videography,5-4 (Junior),"Camera Handling, Lighting, Basic Editing, Communication","['Camera Handling', 'Lighting', 'Basic Editing', 'Communication']"
graphic design,Pereyan LLP,Bangalore,Immediately,6 Months,"₹ 8,000-18,000 /month",13000.0,Junior,graphic design,24-15 (Junior),"Photoshop, Illustrator, Branding, UX/UI","['Photoshop', 'Illustrator', 'Branding', 'UX/UI']"
photography,Pereyan LLP,Bangalore,Immediately,6 Months,"₹ 5,000-15,000 /month",10000.0,Entry,photography,6-1 (Entry),"Mobile Photography, Basic Editing","['Mobile Photography', 'Basic Editing']"
market research,SSK EMart Private Limited,Hyderabad,Immediately,6 Months,"₹ 8,000 lump sum",8000.0,Junior,market research,9-7 (Junior),"Data Analysis, Surveys, Reporting, Competitor Analysis, Communication","['Data Analysis', 'Surveys', 'Reporting', 'Competitor Analysis', 'Communication']"
wordpress development,"School Of Simple Living (Lisbon, Portugal)",Work From Home,Immediately,3 Months,$ 150-200 /month,175.0,Elite,wordpress development,18 (Elite),"WordPress, PHP, HTML/CSS, Theme/Plugin Development, WooCommerce, SEO, Git","['WordPress', 'PHP', 'HTML/CSS', 'Theme/Plugin Development', 'WooCommerce', 'SEO', 'Git']"
operations,Top Talent Bridge,Work From Home,Immediately,3 Months,"₹ 3,000 /month",3000.0,Elite,operations,33-31 (Elite),"Process Optimization, Logistics, ERP Tools, Reporting, Resource Planning, Communication, Scheduling, Problem Solving","['Process Optimization', 'Logistics', 'ERP Tools', 'Reporting', 'Resource Planning', 'Communication', 'Scheduling', 'Problem Solving']"
creative design,HappiMynd,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month",4000.0,Senior,creative design,9 (Senior),"Photoshop, Illustrator, Typography, Branding, Layout, Communication","['Photoshop', 'Illustrator', 'Typography', 'Branding', 'Layout', 'Communication']"
search engine optimization (seo),Confluencr,Bangalore,Immediately,3 Months,"₹ 12,000 /month",12000.0,Junior,search engine optimization (seo),14-10 (Junior),"SEO, Keyword Research, Analytics, On-page, Content Optimization","['SEO', 'Keyword Research', 'Analytics', 'On-page', 'Content Optimization']"
wordpress development,Primite Marketing,Gurgaon,Immediately,3 Months,"₹ 15,000 /month",15000.0,Entry,wordpress development,7-1 (Entry),"WordPress Basics, Simple Websites, Content Upload","['WordPress Basics', 'Simple Websites', 'Content Upload']"
business development (sales),The Prodigious People,Mumbai,Immediately,3 Months,"₹ 32,000 /month +  Incentives",32000.0,Entry,business development (sales),27-1 (Entry),"Communication, Customer Interaction, Cold Calling, Record Keeping","['Communication', 'Customer Interaction', 'Cold Calling', 'Record Keeping']"
content writing,MOVIESR.NET,Work From Home,Immediately,3 Months,"₹ 4,000 /month +  Incentives",4000.0,Mid,content writing,37-25 (Mid),"SEO Writing, Copywriting, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Storytelling', 'Editing', 'Blogging']"
social media marketing,Getbetterstudios,Work From Home,Immediately,3 Months,"₹ 4,000 lump sum",4000.0,Senior,social media marketing,31-29 (Senior),"Social Media Strategy, Analytics, Content Planning, Campaign Management, Reporting, Communication","['Social Media Strategy', 'Analytics', 'Content Planning', 'Campaign Management', 'Reporting', 'Communication']"
content writing,Albatross Media & Entertainment,Mumbai,Immediately,3 Months,"₹ 7,000-15,000 /month",11000.0,Entry,content writing,11-1 (Entry),"Writing, Editing, Blogging","['Writing', 'Editing', 'Blogging']"
video making/editing,Aadi Foundation,Work From Home,Immediately,3 Months,"₹ 2,000-7,000 /month",4500.0,Senior,video making/editing,23-21 (Senior),"Premiere Pro, Editing, Motion Graphics, Audio, Color Correction","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio', 'Color Correction']"
content writing,Auxeno,Work From Home,Immediately,3 Months,"₹ 1,500 /month +  Incentives",1500.0,Elite,content writing,45-43 (Elite),"SEO Writing, Copywriting, Content Strategy, Storytelling, Editing, Keyword Research, Analytics","['SEO Writing', 'Copywriting', 'Content Strategy', 'Storytelling', 'Editing', 'Keyword Research', 'Analytics']"
android app development,EI Networks Private Limited (FaceChk),Delhi,Immediately,3 Months,"₹ 15,000 /month",15000.0,Entry,android app development,6-1 (Entry),"Basic Android, Simple Layouts, Java Basics","['Basic Android', 'Simple Layouts', 'Java Basics']"
interior design,CraftsHome Consultants LLP,Bhopal,Immediately,3 Months,"₹ 4,000 /month",4000.0,Elite,interior design,11 (Elite),"AutoCAD, 3D Modeling, Design Principles, Space Planning, Rendering, Communication","['AutoCAD', '3D Modeling', 'Design Principles', 'Space Planning', 'Rendering', 'Communication']"
market research,HappiMynd,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 lump sum",1500.0,Elite,market research,14 (Elite),"Data Analysis, Surveys, Analytics Tools, Reporting, Competitor Analysis, Communication","['Data Analysis', 'Surveys', 'Analytics Tools', 'Reporting', 'Competitor Analysis', 'Communication']"
business development (sales),ASD Academy,Work From Home,Immediately,3 Months,"₹ 1,500 /month",1500.0,Elite,business development (sales),46-44 (Elite),"Strategic Planning, Negotiation, CRM, Market Research, Leadership, Client Acquisition, Data Analysis, Communication","['Strategic Planning', 'Negotiation', 'CRM', 'Market Research', 'Leadership', 'Client Acquisition', 'Data Analysis', 'Communication']"
business development (sales),Prakriti Group,Jaipur,Immediately,3 Months,"₹ 6,000-9,000 /month",7500.0,Senior,business development (sales),43-40 (Senior),"Negotiation, CRM, Market Research, Lead Generation, Communication, Reporting, Presentation","['Negotiation', 'CRM', 'Market Research', 'Lead Generation', 'Communication', 'Reporting', 'Presentation']"
content writing,Sernexuss Management And Services,Delhi,Immediately,1 Month,"₹ 5,000-15,000 /month",10000.0,Junior,content writing,24-12 (Junior),"Copywriting, Storytelling, Editing, Blogging","['Copywriting', 'Storytelling', 'Editing', 'Blogging']"
accounting & tally,SBM & Company Chartered Accountants,Mumbai,Immediately,1 Month,"₹ 10,000 /month",10000.0,Junior,accounting & tally,4-3 (Junior),"Accounting, Tally, Bookkeeping, Excel","['Accounting', 'Tally', 'Bookkeeping', 'Excel']"
mechanical engineering,Sagar Defence Engineering Private Limited,Chakan,Immediately,1 Month,"₹ 7,000 /month",7000.0,Elite,,,,
video making/editing,Make Me Pure,Delhi,Immediately,1 Month,"₹ 9,000-12,000 /month",10500.0,Mid,video making/editing,20-17 (Mid),"Premiere Pro, Editing, Motion Graphics, Audio, Color Correction","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio', 'Color Correction']"
operations,Aufklarung Office Space Solutions,Work From Home,Immediately,1 Month,"₹ 2,000-7,000 /month",4500.0,Senior,operations,30-28 (Senior),"Task Coordination, Scheduling, Reporting, Basic ERP, Communication, Problem Solving","['Task Coordination', 'Scheduling', 'Reporting', 'Basic ERP', 'Communication', 'Problem Solving']"
video making/editing,Digi Daftar,Pune,Immediately,1 Month,"₹ 2,000-5,000 /month",3500.0,Senior,video making/editing,23-21 (Senior),"Premiere Pro, Editing, Motion Graphics, Audio, Color Correction","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio', 'Color Correction']"
motion graphics,Creatiwise,Work From Home,Immediately,1 Month,"₹ 12,000-20,000 /month",16000.0,Entry,motion graphics,4-1 (Entry),"Basic Motion Graphics, Simple Editing","['Basic Motion Graphics', 'Simple Editing']"
fashion design,Tribeca,Work From Home,Immediately,1 Month,"₹ 5,000 /month +  Incentives",5000.0,Mid,fashion design,8-6 (Mid),"Sketching, Pattern Making, Fabric Knowledge, Sewing","['Sketching', 'Pattern Making', 'Fabric Knowledge', 'Sewing']"
motion graphics,Creatiwise,Work From Home,Immediately,1 Month,"₹ 8,000-15,000 /month",11500.0,Junior,motion graphics,8-5 (Junior),"After Effects, Animation, Video Editing, Motion Design","['After Effects', 'Animation', 'Video Editing', 'Motion Design']"
